
Sample,Date,GMT,Air/Ground,Altitude,Airspeed,FLT Number,Flap Handle-Pos,Flap Posn-L,Flap Posn-R,FlapSkew 1 Pos,FlapSkew 2 Pos,FlapSkew 3 Pos,FlapSkew 4 Pos,FlapSkew 5 Pos,FlapSkew 6 Pos,FlapSkew 7 Pos,FlapSkew 8 Pos,FlapsSkew 1to8 ,FlapsSkew 2to7 ,FlapsSkew 3to6 ,FlapsSkew 4to5 ,
1489,03:24,13:59:44,AIR ,26004.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1490,03:24,13:59:45,AIR ,26006.0,258.5,,0.0,,0.0,,-69,,,,,,,normal,normal,normal,normal,
1491,03:24,13:59:46,AIR ,26006.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1492,03:24,13:59:47,AIR ,26006.0,258.3,,0.0,,0.0,,,,-50,,,,,normal,normal,normal,normal,
1493,03:24,13:59:48,AIR ,26006.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1494,03:24,13:59:49,AIR ,26005.0,258.5,,0.0,,0.0,,,,,,,-63,,normal,normal,normal,normal,
1495,03:24,13:59:50,AIR ,26005.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1496,03:24,13:59:51,AIR ,26006.0,258.8,,0.0,,0.0,,,,,-54,,,,normal,normal,normal,normal,
1497,03:24,13:59:52,AIR ,26008.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1498,03:24,13:59:53,AIR ,26005.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1499,03:24,13:59:54,AIR ,26006.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1500,03:24,13:59:55,AIR ,26006.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1501,03:24,13:59:56,AIR ,26005.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1502,03:24,13:59:57,AIR ,26005.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1503,03:24,13:59:58,AIR ,26004.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1504,03:24,13:59:59,AIR ,26004.0,258.8,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1505,03:24,14:00:00,AIR ,26005.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1506,03:24,14:00:01,AIR ,26004.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1507,03:24,14:00:02,AIR ,26003.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1508,03:24,14:00:03,AIR ,26003.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1509,03:24,14:00:04,AIR ,26003.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1510,03:24,14:00:05,AIR ,26001.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1511,03:24,14:00:06,AIR ,26002.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1512,03:24,14:00:07,AIR ,25999.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1513,03:24,14:00:08,AIR ,26001.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1514,03:24,14:00:09,AIR ,26000.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1515,03:24,14:00:10,AIR ,25998.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1516,03:24,14:00:11,AIR ,25999.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1517,03:24,14:00:12,AIR ,25999.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1518,03:24,14:00:13,AIR ,26000.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1519,03:24,14:00:14,AIR ,25999.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1520,03:24,14:00:15,AIR ,25998.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1521,03:24,14:00:16,AIR ,25999.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1522,03:24,14:00:17,AIR ,25999.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1523,03:24,14:00:18,AIR ,25999.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1524,03:24,14:00:19,AIR ,26000.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1525,03:24,14:00:20,AIR ,25999.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1526,03:24,14:00:21,AIR ,25999.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1527,03:24,14:00:22,AIR ,25998.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1528,03:24,14:00:23,AIR ,26000.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1529,03:24,14:00:24,AIR ,26000.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1530,03:24,14:00:25,AIR ,26001.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1531,03:24,14:00:26,AIR ,26000.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1532,03:24,14:00:27,AIR ,26001.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1533,03:24,14:00:28,AIR ,26001.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1534,03:24,14:00:29,AIR ,26000.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1535,03:24,14:00:30,AIR ,26001.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1536,03:24,14:00:31,AIR ,26002.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1537,03:24,14:00:32,AIR ,26001.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1538,03:24,14:00:33,AIR ,26000.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1539,03:24,14:00:34,AIR ,25999.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1540,03:24,14:00:35,AIR ,26000.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1541,03:24,14:00:36,AIR ,25998.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1542,03:24,14:00:37,AIR ,25999.0,258.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1543,03:24,14:00:38,AIR ,25998.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1544,03:24,14:00:39,AIR ,25997.0,258.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1545,03:24,14:00:40,AIR ,25998.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1546,03:24,14:00:41,AIR ,25997.0,258.0,,0.0,,0.0,-159,,,,,,,,normal,normal,normal,normal,
1547,03:24,14:00:42,AIR ,25997.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1548,03:24,14:00:43,AIR ,25997.0,258.0,,0.0,,0.0,,,20,,,,,,normal,normal,normal,normal,
1549,03:24,14:00:44,AIR ,25995.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1550,03:24,14:00:45,AIR ,25995.0,258.0,,0.0,,0.0,,,,,,,,-166,normal,normal,normal,normal,
1551,03:24,14:00:46,AIR ,25996.0,257.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1552,03:24,14:00:47,AIR ,25997.0,258.0,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
1553,03:24,14:00:48,AIR ,25997.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1554,03:24,14:00:49,AIR ,25997.0,258.0,,0.0,,0.0,,-69,,,,,,,normal,normal,normal,normal,
1555,03:24,14:00:50,AIR ,25997.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1556,03:24,14:00:51,AIR ,25998.0,258.3,,0.0,,0.0,,,,-50,,,,,normal,normal,normal,normal,
1557,03:24,14:00:52,AIR ,25999.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1558,03:24,14:00:53,AIR ,25998.0,258.5,,0.0,,0.0,,,,,,,-63,,normal,normal,normal,normal,
1559,03:24,14:00:54,AIR ,25997.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1560,03:24,14:00:55,AIR ,26001.0,258.3,,0.0,,0.0,,,,,-53,,,,normal,normal,normal,normal,
1561,03:24,14:00:56,AIR ,26000.0,257.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1562,03:24,14:00:57,AIR ,25999.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1563,03:24,14:00:58,AIR ,26001.0,257.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1564,03:24,14:00:59,AIR ,26000.0,257.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1565,03:24,14:01:00,AIR ,26000.0,257.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1566,03:24,14:01:01,AIR ,26000.0,257.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1567,03:24,14:01:02,AIR ,25999.0,257.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1568,03:24,14:01:03,AIR ,25999.0,257.8,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1569,03:24,14:01:04,AIR ,26001.0,257.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1570,03:24,14:01:05,AIR ,26001.0,258.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1571,03:24,14:01:06,AIR ,26000.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1572,03:24,14:01:07,AIR ,26000.0,258.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1573,03:24,14:01:08,AIR ,25999.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1574,03:24,14:01:09,AIR ,26000.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1575,03:24,14:01:10,AIR ,26002.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1576,03:24,14:01:11,AIR ,26001.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1577,03:24,14:01:12,AIR ,26003.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1578,03:24,14:01:13,AIR ,26003.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1579,03:24,14:01:14,AIR ,26003.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1580,03:24,14:01:15,AIR ,26005.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1581,03:24,14:01:16,AIR ,26004.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1582,03:24,14:01:17,AIR ,26005.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1583,03:24,14:01:18,AIR ,26005.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1584,03:24,14:01:19,AIR ,26004.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1585,03:24,14:01:20,AIR ,26005.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1586,03:24,14:01:21,AIR ,26004.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1587,03:24,14:01:22,AIR ,26003.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1588,03:24,14:01:23,AIR ,26004.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1589,03:24,14:01:24,AIR ,26003.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1590,03:24,14:01:25,AIR ,26003.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1591,03:24,14:01:26,AIR ,26003.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1592,03:24,14:01:27,AIR ,26003.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1593,03:24,14:01:28,AIR ,26003.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1594,03:24,14:01:29,AIR ,26003.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1595,03:24,14:01:30,AIR ,26003.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1596,03:24,14:01:31,AIR ,26003.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1597,03:24,14:01:32,AIR ,26005.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1598,03:24,14:01:33,AIR ,26004.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1599,03:24,14:01:34,AIR ,26004.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1600,03:24,14:01:35,AIR ,26003.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1601,03:24,14:01:36,AIR ,26003.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1602,03:24,14:01:37,AIR ,26001.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1603,03:24,14:01:38,AIR ,26000.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1604,03:24,14:01:39,AIR ,26001.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1605,03:24,14:01:40,AIR ,26000.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1606,03:24,14:01:41,AIR ,25999.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1607,03:24,14:01:42,AIR ,25998.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1608,03:24,14:01:43,AIR ,25998.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1609,03:24,14:01:44,AIR ,25999.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1610,03:24,14:01:45,AIR ,25997.0,258.8,,0.0,,0.0,-159,,,,,,,,normal,normal,normal,normal,
1611,03:24,14:01:46,AIR ,25997.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1612,03:24,14:01:47,AIR ,25998.0,258.8,,0.0,,0.0,,,20,,,,,,normal,normal,normal,normal,
1613,03:24,14:01:48,AIR ,25998.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1614,03:24,14:01:49,AIR ,25998.0,258.3,,0.0,,0.0,,,,,,,,-166,normal,normal,normal,normal,
1615,03:24,14:01:50,AIR ,25998.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1616,03:24,14:01:51,AIR ,25999.0,258.3,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
1617,03:24,14:01:52,AIR ,26000.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1618,03:24,14:01:53,AIR ,26000.0,258.0,,0.0,,0.0,,-69,,,,,,,normal,normal,normal,normal,
1619,03:24,14:01:54,AIR ,25999.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1620,03:24,14:01:55,AIR ,26000.0,258.0,,0.0,,0.0,,,,-50,,,,,normal,normal,normal,normal,
1621,03:24,14:01:56,AIR ,25999.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1622,03:24,14:01:57,AIR ,26001.0,258.0,,0.0,,0.0,,,,,,,-63,,normal,normal,normal,normal,
1623,03:24,14:01:58,AIR ,26000.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1624,03:24,14:01:59,AIR ,26002.0,258.0,,0.0,,0.0,,,,,-53,,,,normal,normal,normal,normal,
1625,03:24,14:02:00,AIR ,26001.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1626,03:24,14:02:01,AIR ,26001.0,257.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1627,03:24,14:02:02,AIR ,26001.0,257.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1628,03:24,14:02:03,AIR ,26001.0,258.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1629,03:24,14:02:04,AIR ,26001.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1630,03:24,14:02:05,AIR ,26002.0,258.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1631,03:24,14:02:06,AIR ,26003.0,257.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1632,03:24,14:02:07,AIR ,26003.0,257.8,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1633,03:24,14:02:08,AIR ,26004.0,257.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1634,03:24,14:02:09,AIR ,26004.0,257.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1635,03:24,14:02:10,AIR ,26004.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1636,03:24,14:02:11,AIR ,26004.0,258.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1637,03:24,14:02:12,AIR ,26004.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1638,03:24,14:02:13,AIR ,26004.0,258.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1639,03:24,14:02:14,AIR ,26004.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1640,03:24,14:02:15,AIR ,26002.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1641,03:24,14:02:16,AIR ,26003.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1642,03:24,14:02:17,AIR ,26003.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1643,03:24,14:02:18,AIR ,26005.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1644,03:24,14:02:19,AIR ,26006.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1645,03:24,14:02:20,AIR ,26007.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1646,03:24,14:02:21,AIR ,26008.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1647,03:24,14:02:22,AIR ,26009.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1648,03:24,14:02:23,AIR ,26010.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1649,03:24,14:02:24,AIR ,26010.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1650,03:24,14:02:25,AIR ,26010.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1651,03:24,14:02:26,AIR ,26011.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1652,03:24,14:02:27,AIR ,26010.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1653,03:24,14:02:28,AIR ,26007.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1654,03:24,14:02:29,AIR ,26008.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1655,03:24,14:02:30,AIR ,26005.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1656,03:24,14:02:31,AIR ,26006.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1657,03:24,14:02:32,AIR ,26005.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1658,03:24,14:02:33,AIR ,26005.0,259.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1659,03:24,14:02:34,AIR ,26004.0,259.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1660,03:24,14:02:35,AIR ,26004.0,259.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1661,03:24,14:02:36,AIR ,26003.0,260.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1662,03:24,14:02:37,AIR ,26004.0,260.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1663,03:24,14:02:38,AIR ,26003.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1664,03:24,14:02:39,AIR ,26005.0,260.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1665,03:24,14:02:40,AIR ,26006.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1666,03:24,14:02:41,AIR ,26005.0,260.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1667,03:24,14:02:42,AIR ,26005.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1668,03:24,14:02:43,AIR ,26007.0,260.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1669,03:24,14:02:44,AIR ,26006.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1670,03:24,14:02:45,AIR ,26007.0,260.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1671,03:24,14:02:46,AIR ,26006.0,260.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1672,03:24,14:02:47,AIR ,26006.0,260.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1673,03:24,14:02:48,AIR ,26006.0,261.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1674,03:24,14:02:49,AIR ,26007.0,261.0,,0.0,,0.0,-159,,,,,,,,normal,normal,normal,normal,
1675,03:24,14:02:50,AIR ,26008.0,260.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1676,03:24,14:02:51,AIR ,26007.0,260.8,,0.0,,0.0,,,20,,,,,,normal,normal,normal,normal,
1677,03:24,14:02:52,AIR ,26008.0,261.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1678,03:24,14:02:53,AIR ,26007.0,261.5,,0.0,,0.0,,,,,,,,-166,normal,normal,normal,normal,
1679,03:24,14:02:54,AIR ,26009.0,261.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1680,03:24,14:02:55,AIR ,26008.0,261.8,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
1681,03:24,14:02:56,AIR ,26007.0,261.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1682,03:24,14:02:57,AIR ,26008.0,261.5,,0.0,,0.0,,-69,,,,,,,normal,normal,normal,normal,
1683,03:24,14:02:58,AIR ,26010.0,261.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1684,03:24,14:02:59,AIR ,26010.0,261.3,,0.0,,0.0,,,,-50,,,,,normal,normal,normal,normal,
1685,03:24,14:03:00,AIR ,26008.0,261.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1686,03:24,14:03:01,AIR ,26010.0,261.3,,0.0,,0.0,,,,,,,-63,,normal,normal,normal,normal,
1687,03:24,14:03:02,AIR ,26011.0,261.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1688,03:24,14:03:03,AIR ,26009.0,261.0,,0.0,,0.0,,,,,-53,,,,normal,normal,normal,normal,
1689,03:24,14:03:04,AIR ,26008.0,260.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1690,03:24,14:03:05,AIR ,26005.0,260.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1691,03:24,14:03:06,AIR ,26003.0,260.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1692,03:24,14:03:07,AIR ,26000.0,260.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1693,03:24,14:03:08,AIR ,25998.0,260.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1694,03:24,14:03:09,AIR ,25995.0,260.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1695,03:24,14:03:10,AIR ,25995.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1696,03:24,14:03:11,AIR ,25993.0,260.5,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1697,03:24,14:03:12,AIR ,25991.0,260.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1698,03:24,14:03:13,AIR ,25991.0,260.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1699,03:24,14:03:14,AIR ,25990.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1700,03:24,14:03:15,AIR ,25990.0,260.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1701,03:24,14:03:16,AIR ,25991.0,259.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1702,03:24,14:03:17,AIR ,25991.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1703,03:24,14:03:18,AIR ,25991.0,259.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1704,03:24,14:03:19,AIR ,25990.0,261.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1705,03:24,14:03:20,AIR ,25993.0,262.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1706,03:24,14:03:21,AIR ,25992.0,261.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1707,03:24,14:03:22,AIR ,25993.0,262.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1708,03:24,14:03:23,AIR ,25993.0,262.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1709,03:24,14:03:24,AIR ,25996.0,262.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1710,03:24,14:03:25,AIR ,25995.0,263.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1711,03:24,14:03:26,AIR ,25997.0,263.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1712,03:24,14:03:27,AIR ,25998.0,262.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1713,03:24,14:03:28,AIR ,25999.0,264.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1714,03:24,14:03:29,AIR ,26001.0,263.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1715,03:24,14:03:30,AIR ,26002.0,262.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1716,03:24,14:03:31,AIR ,26004.0,262.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1717,03:24,14:03:32,AIR ,26003.0,262.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1718,03:24,14:03:33,AIR ,26005.0,262.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1719,03:24,14:03:34,AIR ,26004.0,263.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1720,03:24,14:03:35,AIR ,26004.0,263.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1721,03:24,14:03:36,AIR ,26005.0,263.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1722,03:24,14:03:37,AIR ,26005.0,263.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1723,03:24,14:03:38,AIR ,26005.0,263.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1724,03:24,14:03:39,AIR ,26007.0,263.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
